date_pk,date_id,date,day,month,quarter,year,day_of_week,the_day,the_month
2275,20060109,2006-01-09,9,1,Q1,2006,1,Monday,January
2276,20060522,2006-05-22,22,5,Q2,2006,1,Monday,May
2277,20060501,2006-05-01,1,5,Q2,2006,1,Monday,May
2278,20060612,2006-06-12,12,6,Q2,2006,1,Monday,June
2279,20060710,2006-07-10,10,7,Q3,2006,1,Monday,July
2280,20060717,2006-07-17,17,7,Q3,2006,1,Monday,July
2281,20060724,2006-07-24,24,7,Q3,2006,1,Monday,July
2282,20061023,2006-10-23,23,10,Q4,2006,1,Monday,October
2283,20061002,2006-10-02,2,10,Q4,2006,1,Monday,October
2284,20060821,2006-08-21,21,8,Q3,2006,1,Monday,August
2285,20061009,2006-10-09,9,10,Q4,2006,1,Monday,October
2286,20060102,2006-01-02,2,1,Q1,2006,1,Monday,January
2287,20061030,2006-10-30,30,10,Q4,2006,1,Monday,October
2288,20060424,2006-04-24,24,4,Q2,2006,1,Monday,April
2289,20060220,2006-02-20,20,2,Q1,2006,1,Monday,February
2290,20060320,2006-03-20,20,3,Q1,2006,1,Monday,March
2291,20060306,2006-03-06,6,3,Q1,2006,1,Monday,March
2292,20060417,2006-04-17,17,4,Q2,2006,1,Monday,April
2293,20060515,2006-05-15,15,5,Q2,2006,1,Monday,May
2294,20060508,2006-05-08,8,5,Q2,2006,1,Monday,May
2295,20060731,2006-07-31,31,7,Q3,2006,1,Monday,July
2296,20060807,2006-08-07,7,8,Q3,2006,1,Monday,August
2297,20060814,2006-08-14,14,8,Q3,2006,1,Monday,August
2298,20060213,2006-02-13,13,2,Q1,2006,1,Monday,February
2299,20060227,2006-02-27,27,2,Q1,2006,1,Monday,February
2300,20060619,2006-06-19,19,6,Q2,2006,1,Monday,June
2301,20060529,2006-05-29,29,5,Q2,2006,1,Monday,May
2302,20060626,2006-06-26,26,6,Q2,2006,1,Monday,June
2303,20060828,2006-08-28,28,8,Q3,2006,1,Monday,August
2304,20060410,2006-04-10,10,4,Q2,2006,1,Monday,April
2305,20060116,2006-01-16,16,1,Q1,2006,1,Monday,January
2306,20061113,2006-11-13,13,11,Q4,2006,1,Monday,November
2307,20060911,2006-09-11,11,9,Q3,2006,1,Monday,September
2308,20060210,2006-02-10,10,2,Q1,2006,5,Friday,February
2309,20060407,2006-04-07,7,4,Q2,2006,5,Friday,April
2310,20060922,2006-09-22,22,9,Q3,2006,5,Friday,September
2311,20061201,2006-12-01,1,12,Q4,2006,5,Friday,December
2312,20060721,2006-07-21,21,7,Q3,2006,5,Friday,July
2313,20071015,2007-10-15,15,10,Q4,2007,1,Monday,October
2314,20070924,2007-09-24,24,9,Q3,2007,1,Monday,September
2315,20070129,2007-01-29,29,1,Q1,2007,1,Monday,January
2316,20070108,2007-01-08,8,1,Q1,2007,1,Monday,January
2317,20070520,2007-05-20,20,5,Q2,2007,7,Sunday,May
2318,20070430,2007-04-30,30,4,Q2,2007,1,Monday,April
2319,20070611,2007-06-11,11,6,Q2,2007,1,Monday,June
2320,20070709,2007-07-09,9,7,Q3,2007,1,Monday,July
2321,20070716,2007-07-16,16,7,Q3,2007,1,Monday,July
2322,20070723,2007-07-23,23,7,Q3,2007,1,Monday,July
2323,20071022,2007-10-22,22,10,Q4,2007,1,Monday,October
2324,20071001,2007-10-01,1,10,Q4,2007,1,Monday,October
2325,20070819,2007-08-19,19,8,Q3,2007,7,Sunday,August
2326,20071007,2007-10-07,7,10,Q4,2007,7,Sunday,October
2327,20070101,2007-01-01,1,1,Q1,2007,1,Monday,January
2328,20071028,2007-10-28,28,10,Q4,2007,7,Sunday,October
2329,20070423,2007-04-23,23,4,Q2,2007,1,Monday,April
2330,20070219,2007-02-19,19,2,Q1,2007,1,Monday,February
2331,20070319,2007-03-19,19,3,Q1,2007,1,Monday,March
2332,20070305,2007-03-05,5,3,Q1,2007,1,Monday,March
2333,20070415,2007-04-15,15,4,Q2,2007,7,Sunday,April
2334,20070514,2007-05-14,14,5,Q2,2007,1,Monday,May
2335,20070507,2007-05-07,7,5,Q2,2007,1,Monday,May
2336,20070729,2007-07-29,29,7,Q3,2007,7,Sunday,July
2337,20070805,2007-08-05,5,8,Q3,2007,7,Sunday,August
2338,20070813,2007-08-13,13,8,Q3,2007,1,Monday,August
2339,20070212,2007-02-12,12,2,Q1,2007,1,Monday,February
2340,20070226,2007-02-26,26,2,Q1,2007,1,Monday,February
2341,20071008,2007-10-08,8,10,Q4,2007,1,Monday,October
2342,20070617,2007-06-17,17,6,Q2,2007,7,Sunday,June
2343,20070429,2007-04-29,29,4,Q2,2007,7,Sunday,April
2344,20070730,2007-07-30,30,7,Q3,2007,1,Monday,July
2345,20070128,2007-01-28,28,1,Q1,2007,7,Sunday,January
2346,20070528,2007-05-28,28,5,Q2,2007,1,Monday,May
2347,20070625,2007-06-25,25,6,Q2,2007,1,Monday,June
2348,20070827,2007-08-27,27,8,Q3,2007,1,Monday,August
2349,20070409,2007-04-09,9,4,Q2,2007,1,Monday,April
2350,20070115,2007-01-15,15,1,Q1,2007,1,Monday,January
2351,20071112,2007-11-12,12,11,Q4,2007,1,Monday,November
2352,20070618,2007-06-18,18,6,Q2,2007,1,Monday,June
2353,20070910,2007-09-10,10,9,Q3,2007,1,Monday,September
2354,20070209,2007-02-09,9,2,Q1,2007,5,Friday,February
2355,20070921,2007-09-21,21,9,Q3,2007,5,Friday,September
2356,20070920,2007-09-20,20,9,Q3,2007,4,Thursday,September
2357,20070406,2007-04-06,6,4,Q2,2007,5,Friday,April
2358,20071130,2007-11-30,30,11,Q4,2007,5,Friday,November
2359,20070720,2007-07-20,20,7,Q3,2007,5,Friday,July
2360,20081012,2008-10-12,12,10,Q4,2008,7,Sunday,October
2361,20080922,2008-09-22,22,9,Q3,2008,1,Monday,September
2362,20080225,2008-02-25,25,2,Q1,2008,1,Monday,February
2363,20080107,2008-01-07,7,1,Q1,2008,1,Monday,January
2364,20080518,2008-05-18,18,5,Q2,2008,7,Sunday,May
2365,20080428,2008-04-28,28,4,Q2,2008,1,Monday,April
2366,20080609,2008-06-09,9,6,Q2,2008,1,Monday,June
2367,20080707,2008-07-07,7,7,Q3,2008,1,Monday,July
2368,20080714,2008-07-14,14,7,Q3,2008,1,Monday,July
2369,20081020,2008-10-20,20,10,Q4,2008,1,Monday,October
2370,20080929,2008-09-29,29,9,Q3,2008,1,Monday,September
2371,20080817,2008-08-17,17,8,Q3,2008,7,Sunday,August
2372,20081006,2008-10-06,6,10,Q4,2008,1,Monday,October
2373,20071231,2007-12-31,31,12,Q4,2007,1,Monday,December
2374,20081026,2008-10-26,26,10,Q4,2008,7,Sunday,October
2375,20080327,2008-03-27,27,3,Q1,2008,4,Thursday,March
2376,20080313,2008-03-13,13,3,Q1,2008,4,Thursday,March
2377,20080218,2008-02-18,18,2,Q1,2008,1,Monday,February
2378,20080420,2008-04-20,20,4,Q2,2008,7,Sunday,April
2379,20080511,2008-05-11,11,5,Q2,2008,7,Sunday,May
2380,20080505,2008-05-05,5,5,Q2,2008,1,Monday,May
2381,20080810,2008-08-10,10,8,Q3,2008,7,Sunday,August
2382,20080721,2008-07-21,21,7,Q3,2008,1,Monday,July
2383,20080728,2008-07-28,28,7,Q3,2008,1,Monday,July
2384,20080804,2008-08-04,4,8,Q3,2008,1,Monday,August
2385,20080303,2008-03-03,3,3,Q1,2008,1,Monday,March
2386,20080615,2008-06-15,15,6,Q2,2008,7,Sunday,June
2387,20080414,2008-04-14,14,4,Q2,2008,1,Monday,April
2388,20080211,2008-02-11,11,2,Q1,2008,1,Monday,February
2389,20080128,2008-01-28,28,1,Q1,2008,1,Monday,January
2390,20080525,2008-05-25,25,5,Q2,2008,7,Sunday,May
2391,20080825,2008-08-25,25,8,Q3,2008,1,Monday,August
2392,20080114,2008-01-14,14,1,Q1,2008,1,Monday,January
2393,20081109,2008-11-09,9,11,Q4,2008,7,Sunday,November
2394,20080616,2008-06-16,16,6,Q2,2008,1,Monday,June
2395,20080908,2008-09-08,8,9,Q3,2008,1,Monday,September
2396,20080811,2008-08-11,11,8,Q3,2008,1,Monday,August
2397,20080208,2008-02-08,8,2,Q1,2008,5,Friday,February
2398,20080411,2008-04-11,11,4,Q2,2008,5,Friday,April
2399,20080919,2008-09-19,19,9,Q3,2008,5,Friday,September
2400,20081121,2008-11-21,21,11,Q4,2008,5,Friday,November
2401,20080718,2008-07-18,18,7,Q3,2008,5,Friday,July
2402,20090510,2009-05-10,10,5,Q2,2009,7,Sunday,May
2403,20090928,2009-09-28,28,9,Q3,2009,1,Monday,September
2404,20090202,2009-02-02,2,2,Q1,2009,1,Monday,February
2405,20090112,2009-01-12,12,1,Q1,2009,1,Monday,January
2406,20090517,2009-05-17,17,5,Q2,2009,7,Sunday,May
2407,20090503,2009-05-03,3,5,Q2,2009,7,Sunday,May
2408,20090608,2009-06-08,8,6,Q2,2009,1,Monday,June
2409,20090726,2009-07-26,26,7,Q3,2009,7,Sunday,July
2410,20090706,2009-07-06,6,7,Q3,2009,1,Monday,July
2411,20090713,2009-07-13,13,7,Q3,2009,1,Monday,July
2412,20091102,2009-11-02,2,11,Q4,2009,1,Monday,November
2413,20091005,2009-10-05,5,10,Q4,2009,1,Monday,October
2414,20090823,2009-08-23,23,8,Q3,2009,7,Sunday,August
2415,20091026,2009-10-26,26,10,Q4,2009,1,Monday,October
2416,20090104,2009-01-04,4,1,Q1,2009,7,Sunday,January
2417,20090921,2009-09-21,21,9,Q3,2009,1,Monday,September
2418,20091108,2009-11-08,8,11,Q4,2009,7,Sunday,November
2419,20090406,2009-04-06,6,4,Q2,2009,1,Monday,April
2420,20090216,2009-02-16,16,2,Q1,2009,1,Monday,February
2421,20090325,2009-03-25,25,3,Q1,2009,3,Wednesday,March
2422,20090312,2009-03-12,12,3,Q1,2009,4,Thursday,March
2423,20090209,2009-02-09,9,2,Q1,2009,1,Monday,February
2424,20090412,2009-04-12,12,4,Q2,2009,7,Sunday,April
2425,20090719,2009-07-19,19,7,Q3,2009,7,Sunday,July
2426,20090427,2009-04-27,27,4,Q2,2009,1,Monday,April
2427,20090802,2009-08-02,2,8,Q3,2009,7,Sunday,August
2428,20090810,2009-08-10,10,8,Q3,2009,1,Monday,August
2429,20090816,2009-08-16,16,8,Q3,2009,7,Sunday,August
2430,20090727,2009-07-27,27,7,Q3,2009,1,Monday,July
2431,20090420,2009-04-20,20,4,Q2,2009,1,Monday,April
2432,20091019,2009-10-19,19,10,Q4,2009,1,Monday,October
2433,20090614,2009-06-14,14,6,Q2,2009,7,Sunday,June
2434,20090105,2009-01-05,5,1,Q1,2009,1,Monday,January
2435,20090223,2009-02-23,23,2,Q1,2009,1,Monday,February
2436,20091011,2009-10-11,11,10,Q4,2009,7,Sunday,October
2437,20090504,2009-05-04,4,5,Q2,2009,1,Monday,May
2438,20090525,2009-05-25,25,5,Q2,2009,1,Monday,May
2439,20090622,2009-06-22,22,6,Q2,2009,1,Monday,June
2440,20090831,2009-08-31,31,8,Q3,2009,1,Monday,August
2441,20091025,2009-10-25,25,10,Q4,2009,7,Sunday,October
2442,20090119,2009-01-19,19,1,Q1,2009,1,Monday,January
2443,20091122,2009-11-22,22,11,Q4,2009,7,Sunday,November
2444,20090306,2009-03-06,6,3,Q1,2009,5,Friday,March
2445,20090710,2009-07-10,10,7,Q3,2009,5,Friday,July
2446,20090918,2009-09-18,18,9,Q3,2009,5,Friday,September
2447,20091204,2009-12-04,4,12,Q4,2009,5,Friday,December
2448,20090508,2009-05-08,8,5,Q2,2009,5,Friday,May
2449,20090206,2009-02-06,6,2,Q1,2009,5,Friday,February
2450,20100103,2010-01-03,3,1,Q1,2010,7,Sunday,January
2451,20100104,2010-01-04,4,1,Q1,2010,1,Monday,January
2452,20100111,2010-01-11,11,1,Q1,2010,1,Monday,January
2453,20100118,2010-01-18,18,1,Q1,2010,1,Monday,January
2454,20100201,2010-02-01,1,2,Q1,2010,1,Monday,February
2455,20100208,2010-02-08,8,2,Q1,2010,1,Monday,February
2456,20100215,2010-02-15,15,2,Q1,2010,1,Monday,February
2457,20100222,2010-02-22,22,2,Q1,2010,1,Monday,February
2458,20100305,2010-03-05,5,3,Q1,2010,5,Friday,March
2459,20100306,2010-03-06,6,3,Q1,2010,6,Saturday,March
2460,20100311,2010-03-11,11,3,Q1,2010,4,Thursday,March
2461,20100324,2010-03-24,24,3,Q1,2010,3,Wednesday,March
2462,20100405,2010-04-05,5,4,Q2,2010,1,Monday,April
2463,20100411,2010-04-11,11,4,Q2,2010,7,Sunday,April
2464,20100419,2010-04-19,19,4,Q2,2010,1,Monday,April
2465,20100425,2010-04-25,25,4,Q2,2010,7,Sunday,April
2466,20100502,2010-05-02,2,5,Q2,2010,7,Sunday,May
2467,20100503,2010-05-03,3,5,Q2,2010,1,Monday,May
2468,20100507,2010-05-07,7,5,Q2,2010,5,Friday,May
2469,20100509,2010-05-09,9,5,Q2,2010,7,Sunday,May
2470,20100516,2010-05-16,16,5,Q2,2010,7,Sunday,May
2471,20100524,2010-05-24,24,5,Q2,2010,1,Monday,May
2472,20100607,2010-06-07,7,6,Q2,2010,1,Monday,June
2473,20100613,2010-06-13,13,6,Q2,2010,7,Sunday,June
2474,20100621,2010-06-21,21,6,Q2,2010,1,Monday,June
2475,20100705,2010-07-05,5,7,Q3,2010,1,Monday,July
2476,20100709,2010-07-09,9,7,Q3,2010,5,Friday,July
2477,20100712,2010-07-12,12,7,Q3,2010,1,Monday,July
2478,20100719,2010-07-19,19,7,Q3,2010,1,Monday,July
2479,20100725,2010-07-25,25,7,Q3,2010,7,Sunday,July
2480,20100726,2010-07-26,26,7,Q3,2010,1,Monday,July
2481,20100801,2010-08-01,1,8,Q3,2010,7,Sunday,August
2482,20100809,2010-08-09,9,8,Q3,2010,1,Monday,August
2483,20100815,2010-08-15,15,8,Q3,2010,7,Sunday,August
2484,20100822,2010-08-22,22,8,Q3,2010,7,Sunday,August
2485,20100830,2010-08-30,30,8,Q3,2010,1,Monday,August
2486,20100916,2010-09-16,16,9,Q3,2010,4,Thursday,September
2487,20100917,2010-09-17,17,9,Q3,2010,5,Friday,September
2488,20100920,2010-09-20,20,9,Q3,2010,1,Monday,September
2489,20100927,2010-09-27,27,9,Q3,2010,1,Monday,September
2490,20101004,2010-10-04,4,10,Q4,2010,1,Monday,October
2491,20101010,2010-10-10,10,10,Q4,2010,7,Sunday,October
2492,20101018,2010-10-18,18,10,Q4,2010,1,Monday,October
2493,20101025,2010-10-25,25,10,Q4,2010,1,Monday,October
2494,20101031,2010-10-31,31,10,Q4,2010,7,Sunday,October
2495,20101101,2010-11-01,1,11,Q4,2010,1,Monday,November
2496,20101107,2010-11-07,7,11,Q4,2010,7,Sunday,November
2497,20101121,2010-11-21,21,11,Q4,2010,7,Sunday,November
2498,20101203,2010-12-03,3,12,Q4,2010,5,Friday,December
2499,20110102,2011-01-02,2,1,Q1,2011,7,Sunday,January
2500,20110103,2011-01-03,3,1,Q1,2011,1,Monday,January
2501,20110110,2011-01-10,10,1,Q1,2011,1,Monday,January
2502,20110117,2011-01-17,17,1,Q1,2011,1,Monday,January
2503,20110131,2011-01-31,31,1,Q1,2011,1,Monday,January
2504,20110207,2011-02-07,7,2,Q1,2011,1,Monday,February
2505,20110214,2011-02-14,14,2,Q1,2011,1,Monday,February
2506,20110221,2011-02-21,21,2,Q1,2011,1,Monday,February
2507,20110304,2011-03-04,4,3,Q1,2011,5,Friday,March
2508,20110310,2011-03-10,10,3,Q1,2011,4,Thursday,March
2509,20110323,2011-03-23,23,3,Q1,2011,3,Wednesday,March
2510,20110404,2011-04-04,4,4,Q2,2011,1,Monday,April
2511,20110410,2011-04-10,10,4,Q2,2011,7,Sunday,April
2512,20110418,2011-04-18,18,4,Q2,2011,1,Monday,April
2513,20110424,2011-04-24,24,4,Q2,2011,7,Sunday,April
2514,20110425,2011-04-25,25,4,Q2,2011,1,Monday,April
2515,20110501,2011-05-01,1,5,Q2,2011,7,Sunday,May
2516,20110508,2011-05-08,8,5,Q2,2011,7,Sunday,May
2517,20110515,2011-05-15,15,5,Q2,2011,7,Sunday,May
2518,20110522,2011-05-22,22,5,Q2,2011,7,Sunday,May
2519,20110606,2011-06-06,6,6,Q2,2011,1,Monday,June
2520,20110612,2011-06-12,12,6,Q2,2011,7,Sunday,June
2521,20110620,2011-06-20,20,6,Q2,2011,1,Monday,June
2522,20110704,2011-07-04,4,7,Q3,2011,1,Monday,July
2523,20110707,2011-07-07,7,7,Q3,2011,4,Thursday,July
2524,20110708,2011-07-08,8,7,Q3,2011,5,Friday,July
2525,20110711,2011-07-11,11,7,Q3,2011,1,Monday,July
2526,20110718,2011-07-18,18,7,Q3,2011,1,Monday,July
2527,20110725,2011-07-25,25,7,Q3,2011,1,Monday,July
2528,20110731,2011-07-31,31,7,Q3,2011,7,Sunday,July
2529,20110808,2011-08-08,8,8,Q3,2011,1,Monday,August
2530,20110814,2011-08-14,14,8,Q3,2011,7,Sunday,August
2531,20110821,2011-08-21,21,8,Q3,2011,7,Sunday,August
2532,20110829,2011-08-29,29,8,Q3,2011,1,Monday,August
2533,20110916,2011-09-16,16,9,Q3,2011,5,Friday,September
2534,20110919,2011-09-19,19,9,Q3,2011,1,Monday,September
2535,20110926,2011-09-26,26,9,Q3,2011,1,Monday,September
2536,20111003,2011-10-03,3,10,Q4,2011,1,Monday,October
2537,20111009,2011-10-09,9,10,Q4,2011,7,Sunday,October
2538,20111017,2011-10-17,17,10,Q4,2011,1,Monday,October
2539,20111024,2011-10-24,24,10,Q4,2011,1,Monday,October
2540,20111028,2011-10-28,28,10,Q4,2011,5,Friday,October
2541,20111031,2011-10-31,31,10,Q4,2011,1,Monday,October
2542,20111107,2011-11-07,7,11,Q4,2011,1,Monday,November
2543,20111120,2011-11-20,20,11,Q4,2011,7,Sunday,November
2544,20111202,2011-12-02,2,12,Q4,2011,5,Friday,December
2545,20120101,2012-01-01,1,1,Q1,2012,7,Sunday,January
2546,20120102,2012-01-02,2,1,Q1,2012,1,Monday,January
2547,20120109,2012-01-09,9,1,Q1,2012,1,Monday,January
2548,20120116,2012-01-16,16,1,Q1,2012,1,Monday,January
2549,20120130,2012-01-30,30,1,Q1,2012,1,Monday,January
2550,20120210,2012-02-10,10,2,Q1,2012,5,Friday,February
2551,20120211,2012-02-11,11,2,Q1,2012,6,Saturday,February
2552,20120213,2012-02-13,13,2,Q1,2012,1,Monday,February
2553,20120220,2012-02-20,20,2,Q1,2012,1,Monday,February
2554,20120227,2012-02-27,27,2,Q1,2012,1,Monday,February
2555,20120308,2012-03-08,8,3,Q1,2012,4,Thursday,March
2556,20120321,2012-03-21,21,3,Q1,2012,3,Wednesday,March
2557,20120406,2012-04-06,6,4,Q2,2012,5,Friday,April
2558,20120409,2012-04-09,9,4,Q2,2012,1,Monday,April
2559,20120415,2012-04-15,15,4,Q2,2012,7,Sunday,April
2560,20120423,2012-04-23,23,4,Q2,2012,1,Monday,April
2561,20120430,2012-04-30,30,4,Q2,2012,1,Monday,April
2562,20120506,2012-05-06,6,5,Q2,2012,7,Sunday,May
2563,20120513,2012-05-13,13,5,Q2,2012,7,Sunday,May
2564,20120520,2012-05-20,20,5,Q2,2012,7,Sunday,May
2565,20120521,2012-05-21,21,5,Q2,2012,1,Monday,May
2566,20120527,2012-05-27,27,5,Q2,2012,7,Sunday,May
2567,20120611,2012-06-11,11,6,Q2,2012,1,Monday,June
2568,20120617,2012-06-17,17,6,Q2,2012,7,Sunday,June
2569,20120618,2012-06-18,18,6,Q2,2012,1,Monday,June
2570,20120625,2012-06-25,25,6,Q2,2012,1,Monday,June
2571,20120709,2012-07-09,9,7,Q3,2012,1,Monday,July
2572,20120716,2012-07-16,16,7,Q3,2012,1,Monday,July
2573,20120722,2012-07-22,22,7,Q3,2012,7,Sunday,July
2574,20120723,2012-07-23,23,7,Q3,2012,1,Monday,July
2575,20120725,2012-07-25,25,7,Q3,2012,3,Wednesday,July
2576,20120730,2012-07-30,30,7,Q3,2012,1,Monday,July
2577,20120806,2012-08-06,6,8,Q3,2012,1,Monday,August
2578,20120812,2012-08-12,12,8,Q3,2012,7,Sunday,August
2579,20120819,2012-08-19,19,8,Q3,2012,7,Sunday,August
2580,20120827,2012-08-27,27,8,Q3,2012,1,Monday,August
2581,20120914,2012-09-14,14,9,Q3,2012,5,Friday,September
2582,20120917,2012-09-17,17,9,Q3,2012,1,Monday,September
2583,20120924,2012-09-24,24,9,Q3,2012,1,Monday,September
2584,20121001,2012-10-01,1,10,Q4,2012,1,Monday,October
2585,20121007,2012-10-07,7,10,Q4,2012,7,Sunday,October
2586,20121015,2012-10-15,15,10,Q4,2012,1,Monday,October
2587,20121021,2012-10-21,21,10,Q4,2012,7,Sunday,October
2588,20121022,2012-10-22,22,10,Q4,2012,1,Monday,October
2589,20121029,2012-10-29,29,10,Q4,2012,1,Monday,October
2590,20121105,2012-11-05,5,11,Q4,2012,1,Monday,November
2591,20121116,2012-11-16,16,11,Q4,2012,5,Friday,November
2592,20121230,2012-12-30,30,12,Q4,2012,7,Sunday,December
2593,20121231,2012-12-31,31,12,Q4,2012,1,Monday,December
2594,20130107,2013-01-07,7,1,Q1,2013,1,Monday,January
2595,20130114,2013-01-14,14,1,Q1,2013,1,Monday,January
2596,20130201,2013-02-01,1,2,Q1,2013,5,Friday,February
2597,20130204,2013-02-04,4,2,Q1,2013,1,Monday,February
2598,20130211,2013-02-11,11,2,Q1,2013,1,Monday,February
2599,20130218,2013-02-18,18,2,Q1,2013,1,Monday,February
2600,20130225,2013-02-25,25,2,Q1,2013,1,Monday,February
2601,20130307,2013-03-07,7,3,Q1,2013,4,Thursday,March
2602,20130320,2013-03-20,20,3,Q1,2013,3,Wednesday,March
2603,20130405,2013-04-05,5,4,Q2,2013,5,Friday,April
2604,20130408,2013-04-08,8,4,Q2,2013,1,Monday,April
2605,20130414,2013-04-14,14,4,Q2,2013,7,Sunday,April
2606,20130422,2013-04-22,22,4,Q2,2013,1,Monday,April
2607,20130429,2013-04-29,29,4,Q2,2013,1,Monday,April
2608,20130505,2013-05-05,5,5,Q2,2013,7,Sunday,May
2609,20130512,2013-05-12,12,5,Q2,2013,7,Sunday,May
2610,20130519,2013-05-19,19,5,Q2,2013,7,Sunday,May
2611,20130527,2013-05-27,27,5,Q2,2013,1,Monday,May
2612,20130610,2013-06-10,10,6,Q2,2013,1,Monday,June
2613,20130616,2013-06-16,16,6,Q2,2013,7,Sunday,June
2614,20130617,2013-06-17,17,6,Q2,2013,1,Monday,June
2615,20130624,2013-06-24,24,6,Q2,2013,1,Monday,June
2616,20130708,2013-07-08,8,7,Q3,2013,1,Monday,July
2617,20130715,2013-07-15,15,7,Q3,2013,1,Monday,July
2618,20130722,2013-07-22,22,7,Q3,2013,1,Monday,July
2619,20130728,2013-07-28,28,7,Q3,2013,7,Sunday,July
2620,20130729,2013-07-29,29,7,Q3,2013,1,Monday,July
2621,20130805,2013-08-05,5,8,Q3,2013,1,Monday,August
2622,20130811,2013-08-11,11,8,Q3,2013,7,Sunday,August
2623,20130818,2013-08-18,18,8,Q3,2013,7,Sunday,August
2624,20130826,2013-08-26,26,8,Q3,2013,1,Monday,August
2625,20130912,2013-09-12,12,9,Q3,2013,4,Thursday,September
2626,20130913,2013-09-13,13,9,Q3,2013,5,Friday,September
2627,20130916,2013-09-16,16,9,Q3,2013,1,Monday,September
2628,20130923,2013-09-23,23,9,Q3,2013,1,Monday,September
2629,20130930,2013-09-30,30,9,Q3,2013,1,Monday,September
2630,20131007,2013-10-07,7,10,Q4,2013,1,Monday,October
2631,20131014,2013-10-14,14,10,Q4,2013,1,Monday,October
2632,20131021,2013-10-21,21,10,Q4,2013,1,Monday,October
2633,20131025,2013-10-25,25,10,Q4,2013,5,Friday,October
2634,20131028,2013-10-28,28,10,Q4,2013,1,Monday,October
2635,20131104,2013-11-04,4,11,Q4,2013,1,Monday,November
2636,20131115,2013-11-15,15,11,Q4,2013,5,Friday,November
2637,20131229,2013-12-29,29,12,Q4,2013,7,Sunday,December
2638,20131230,2013-12-30,30,12,Q4,2013,1,Monday,December
2639,20140106,2014-01-06,6,1,Q1,2014,1,Monday,January
2640,20140113,2014-01-13,13,1,Q1,2014,1,Monday,January
2641,20140127,2014-01-27,27,1,Q1,2014,1,Monday,January
2642,20140131,2014-01-31,31,1,Q1,2014,5,Friday,January
2643,20140203,2014-02-03,3,2,Q1,2014,1,Monday,February
2644,20140210,2014-02-10,10,2,Q1,2014,1,Monday,February
2645,20140214,2014-02-14,14,2,Q1,2014,5,Friday,February
2646,20140217,2014-02-17,17,2,Q1,2014,1,Monday,February
2647,20140224,2014-02-24,24,2,Q1,2014,1,Monday,February
2648,20140306,2014-03-06,6,3,Q1,2014,4,Thursday,March
2649,20140319,2014-03-19,19,3,Q1,2014,3,Wednesday,March
2650,20140404,2014-04-04,4,4,Q2,2014,5,Friday,April
2651,20140407,2014-04-07,7,4,Q2,2014,1,Monday,April
2652,20140413,2014-04-13,13,4,Q2,2014,7,Sunday,April
2653,20140421,2014-04-21,21,4,Q2,2014,1,Monday,April
2654,20140425,2014-04-25,25,4,Q2,2014,5,Friday,April
2655,20140428,2014-04-28,28,4,Q2,2014,1,Monday,April
2656,20140504,2014-05-04,4,5,Q2,2014,7,Sunday,May
2657,20140511,2014-05-11,11,5,Q2,2014,7,Sunday,May
2658,20140518,2014-05-18,18,5,Q2,2014,7,Sunday,May
2659,20140526,2014-05-26,26,5,Q2,2014,1,Monday,May
2660,20140609,2014-06-09,9,6,Q2,2014,1,Monday,June
2661,20140615,2014-06-15,15,6,Q2,2014,7,Sunday,June
2662,20140616,2014-06-16,16,6,Q2,2014,1,Monday,June
2663,20140623,2014-06-23,23,6,Q2,2014,1,Monday,June
2664,20140707,2014-07-07,7,7,Q3,2014,1,Monday,July
2665,20140714,2014-07-14,14,7,Q3,2014,1,Monday,July
2666,20140721,2014-07-21,21,7,Q3,2014,1,Monday,July
2667,20140727,2014-07-27,27,7,Q3,2014,7,Sunday,July
2668,20140728,2014-07-28,28,7,Q3,2014,1,Monday,July
2669,20140804,2014-08-04,4,8,Q3,2014,1,Monday,August
2670,20140810,2014-08-10,10,8,Q3,2014,7,Sunday,August
2671,20140817,2014-08-17,17,8,Q3,2014,7,Sunday,August
2672,20140825,2014-08-25,25,8,Q3,2014,1,Monday,August
2673,20140912,2014-09-12,12,9,Q3,2014,5,Friday,September
2674,20140915,2014-09-15,15,9,Q3,2014,1,Monday,September
2675,20140922,2014-09-22,22,9,Q3,2014,1,Monday,September
2676,20140929,2014-09-29,29,9,Q3,2014,1,Monday,September
2677,20141005,2014-10-05,5,10,Q4,2014,7,Sunday,October
2678,20141013,2014-10-13,13,10,Q4,2014,1,Monday,October
2679,20141020,2014-10-20,20,10,Q4,2014,1,Monday,October
2680,20141027,2014-10-27,27,10,Q4,2014,1,Monday,October
2681,20141109,2014-11-09,9,11,Q4,2014,7,Sunday,November
2682,20141121,2014-11-21,21,11,Q4,2014,5,Friday,November
2683,20150104,2015-01-04,4,1,Q1,2015,7,Sunday,January
2684,20150105,2015-01-05,5,1,Q1,2015,1,Monday,January
2685,20150111,2015-01-11,11,1,Q1,2015,7,Sunday,January
2686,20150112,2015-01-12,12,1,Q1,2015,1,Monday,January
2687,20150119,2015-01-19,19,1,Q1,2015,1,Monday,January
2688,20150202,2015-02-02,2,2,Q1,2015,1,Monday,February
2689,20150209,2015-02-09,9,2,Q1,2015,1,Monday,February
2690,20150216,2015-02-16,16,2,Q1,2015,1,Monday,February
2691,20150223,2015-02-23,23,2,Q1,2015,1,Monday,February
2692,20150306,2015-03-06,6,3,Q1,2015,5,Friday,March
2693,20150312,2015-03-12,12,3,Q1,2015,4,Thursday,March
